Group,Education Level,Year,Domain,Indicator,Value
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Play electronic games at home,45.8
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Watch movies,32
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Hang around at home / sleep,27.4
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Surf the Internet,26.8
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,42.7
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),25.6
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Shopping / wander on streets,23.2
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Chat / play with family,36.4
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Read books,19
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),8.5
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,26.2
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,19.6
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Read comics,20
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),11.7
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,19
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in voluntary work,4.5
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in church / religious activities,8.2
Drug-taking students,Upper Primary,2023/24,Free Time Activities,Others,9
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Chat with friends,64.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Play electronic games at home,68.8
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Surf the Internet,45.7
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,59.7
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Hang around at home / sleep,34.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Chat / play with family,51.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Watch movies,28.6
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Shopping / wander on streets,32
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),37.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Read books,37.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,39.3
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Read comics,32.1
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,23.4
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),20.4
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),2.8
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in voluntary work,6.2
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Participate in church / religious activities,7.3
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,5
Non-drug-taking students,Upper Primary,2023/24,Free Time Activities,Others,4
All students,Secondary,2020/21,Free Time Activities,Chat with friends,71.2
All students,Secondary,2020/21,Free Time Activities,Play electronic games at home,66.5
All students,Secondary,2020/21,Free Time Activities,Surf the Internet,58.4
All students,Secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,53.8
All students,Secondary,2020/21,Free Time Activities,Hang around at home / sleep,53.2
All students,Secondary,2020/21,Free Time Activities,Chat / play with family,36.5
All students,Secondary,2020/21,Free Time Activities,Watch movies,40.7
All students,Secondary,2020/21,Free Time Activities,Shopping / wander on streets,32.6
All students,Secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),33.7
All students,Secondary,2020/21,Free Time Activities,Read books,31.2
All students,Secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,27.5
All students,Secondary,2020/21,Free Time Activities,Read comics,25.6
All students,Secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,17.1
All students,Secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),11.5
All students,Secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),6.8
All students,Secondary,2020/21,Free Time Activities,Participate in voluntary work,4.7
All students,Secondary,2020/21,Free Time Activities,Participate in church / religious activities,6.1
All students,Secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,3.3
All students,Secondary,2020/21,Free Time Activities,Others,2.7
Drug-taking students,Secondary,2020/21,Free Time Activities,Chat with friends,65.3
Drug-taking students,Secondary,2020/21,Free Time Activities,Play electronic games at home,56.9
Drug-taking students,Secondary,2020/21,Free Time Activities,Watch movies,41.8
Drug-taking students,Secondary,2020/21,Free Time Activities,Hang around at home / sleep,48.1
Drug-taking students,Secondary,2020/21,Free Time Activities,Surf the Internet,45.2
Drug-taking students,Secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,47
Drug-taking students,Secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),39.4
Drug-taking students,Secondary,2020/21,Free Time Activities,Shopping / wander on streets,38.1
Drug-taking students,Secondary,2020/21,Free Time Activities,Chat / play with family,30.9
Drug-taking students,Secondary,2020/21,Free Time Activities,Read books,18.9
Drug-taking students,Secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),21.5
Drug-taking students,Secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,20.9
Drug-taking students,Secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,21
Drug-taking students,Secondary,2020/21,Free Time Activities,Read comics,15.8
Drug-taking students,Secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),10.4
Drug-taking students,Secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,11.6
Drug-taking students,Secondary,2020/21,Free Time Activities,Participate in voluntary work,7.9
Drug-taking students,Secondary,2020/21,Free Time Activities,Participate in church / religious activities,8.2
Drug-taking students,Secondary,2020/21,Free Time Activities,Others,7.8
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Chat with friends,71.3
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Play electronic games at home,66.7
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Surf the Internet,58.7
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,54
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Hang around at home / sleep,53.3
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Chat / play with family,36.7
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Watch movies,40.6
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Shopping / wander on streets,32.4
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),33.5
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Read books,31.5
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,27.6
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Read comics,25.8
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,17
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),11.5
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),6.4
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Participate in voluntary work,4.6
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Participate in church / religious activities,6
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,3.1
Non-drug-taking students,Secondary,2020/21,Free Time Activities,Others,2.6
All students,Secondary,2023/24,Free Time Activities,Chat with friends,69.9
All students,Secondary,2023/24,Free Time Activities,Play electronic games at home,64.6
All students,Secondary,2023/24,Free Time Activities,Surf the Internet,53.6
All students,Secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,51
All students,Secondary,2023/24,Free Time Activities,Hang around at home / sleep,55.6
All students,Secondary,2023/24,Free Time Activities,Chat / play with family,38.4
All students,Secondary,2023/24,Free Time Activities,Watch movies,39.1
All students,Secondary,2023/24,Free Time Activities,Shopping / wander on streets,34.8
All students,Secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),36.3
All students,Secondary,2023/24,Free Time Activities,Read books,27.4
All students,Secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,27.5
All students,Secondary,2023/24,Free Time Activities,Read comics,21.2
All students,Secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,17.5
All students,Secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),14.6
All students,Secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),7.8
All students,Secondary,2023/24,Free Time Activities,Participate in voluntary work,6
All students,Secondary,2023/24,Free Time Activities,Participate in church / religious activities,5.1
All students,Secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,2.3
All students,Secondary,2023/24,Free Time Activities,Others,2.7
Drug-taking students,Secondary,2023/24,Free Time Activities,Chat with friends,63.1
Drug-taking students,Secondary,2023/24,Free Time Activities,Play electronic games at home,54.7
Drug-taking students,Secondary,2023/24,Free Time Activities,Watch movies,41.2
Drug-taking students,Secondary,2023/24,Free Time Activities,Hang around at home / sleep,41.5
Drug-taking students,Secondary,2023/24,Free Time Activities,Surf the Internet,39.5
Drug-taking students,Secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,40
Drug-taking students,Secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),37.6
Drug-taking students,Secondary,2023/24,Free Time Activities,Shopping / wander on streets,39
Drug-taking students,Secondary,2023/24,Free Time Activities,Chat / play with family,31.1
Drug-taking students,Secondary,2023/24,Free Time Activities,Read books,21.1
Drug-taking students,Secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),18
Drug-taking students,Secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,22
Drug-taking students,Secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,20.9
Drug-taking students,Secondary,2023/24,Free Time Activities,Read comics,15.9
Drug-taking students,Secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),9.4
Drug-taking students,Secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,7
Drug-taking students,Secondary,2023/24,Free Time Activities,Participate in voluntary work,6
Drug-taking students,Secondary,2023/24,Free Time Activities,Participate in church / religious activities,7
Drug-taking students,Secondary,2023/24,Free Time Activities,Others,7.3
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Chat with friends,70.1
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Play electronic games at home,64.9
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Surf the Internet,54
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,51.3
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Hang around at home / sleep,56.1
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Chat / play with family,38.6
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Watch movies,39.1
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Shopping / wander on streets,34.6
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),36.2
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Read books,27.6
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,27.7
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Read comics,21.4
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,17.4
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),14.7
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),7.5
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Participate in voluntary work,6
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Participate in church / religious activities,5.1
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,2.2
Non-drug-taking students,Secondary,2023/24,Free Time Activities,Others,2.5
All students,Post-secondary,2020/21,Free Time Activities,Chat with friends,72.1
All students,Post-secondary,2020/21,Free Time Activities,Play electronic games at home,47.7
All students,Post-secondary,2020/21,Free Time Activities,Surf the Internet,65.5
All students,Post-secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,59.5
All students,Post-secondary,2020/21,Free Time Activities,Hang around at home / sleep,59.4
All students,Post-secondary,2020/21,Free Time Activities,Chat / play with family,43.7
All students,Post-secondary,2020/21,Free Time Activities,Watch movies,54.3
All students,Post-secondary,2020/21,Free Time Activities,Shopping / wander on streets,44.5
All students,Post-secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),38.8
All students,Post-secondary,2020/21,Free Time Activities,Read books,39.9
All students,Post-secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,25.5
All students,Post-secondary,2020/21,Free Time Activities,Read comics,27.4
All students,Post-secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,18.3
All students,Post-secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),10.8
All students,Post-secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),15.2
All students,Post-secondary,2020/21,Free Time Activities,Participate in voluntary work,10.5
All students,Post-secondary,2020/21,Free Time Activities,Participate in church / religious activities,7.3
All students,Post-secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,3.5
All students,Post-secondary,2020/21,Free Time Activities,Others,0.7
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Chat with friends,71.9
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Play electronic games at home,42.5
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Watch movies,61
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Hang around at home / sleep,63.7
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Surf the Internet,62.1
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,58.9
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),53.2
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Shopping / wander on streets,46.1
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Chat / play with family,33.9
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Read books,37
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),41.8
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,33.9
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,26.6
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Read comics,18.2
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),16.4
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,9.5
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in voluntary work,14.3
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in church / religious activities,8.3
Drug-taking students,Post-secondary,2020/21,Free Time Activities,Others,1.1
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Chat with friends,72.2
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Play electronic games at home,47.9
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Surf the Internet,65.7
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Watch TV / listen to the radio or music,59.5
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Hang around at home / sleep,59.3
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Chat / play with family,44
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Watch movies,54.1
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Shopping / wander on streets,44.4
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),38.3
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Read books,40
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,25.2
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Read comics,27.8
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Play in friends’ and relatives’ home,18
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),10.6
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),14.3
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in voluntary work,10.4
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Participate in church / religious activities,7.3
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Go to cyber cafes / electronic games centres,3.3
Non-drug-taking students,Post-secondary,2020/21,Free Time Activities,Others,0.7
All students,Post-secondary,2023/24,Free Time Activities,Chat with friends,67
All students,Post-secondary,2023/24,Free Time Activities,Play electronic games at home,44.7
All students,Post-secondary,2023/24,Free Time Activities,Surf the Internet,56.4
All students,Post-secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,44.8
All students,Post-secondary,2023/24,Free Time Activities,Hang around at home / sleep,55.1
All students,Post-secondary,2023/24,Free Time Activities,Chat / play with family,39.8
All students,Post-secondary,2023/24,Free Time Activities,Watch movies,44
All students,Post-secondary,2023/24,Free Time Activities,Shopping / wander on streets,45
All students,Post-secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),37.3
All students,Post-secondary,2023/24,Free Time Activities,Read books,30.5
All students,Post-secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,20.7
All students,Post-secondary,2023/24,Free Time Activities,Read comics,22.4
All students,Post-secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,13.7
All students,Post-secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),13.1
All students,Post-secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),13.8
All students,Post-secondary,2023/24,Free Time Activities,Participate in voluntary work,10.4
All students,Post-secondary,2023/24,Free Time Activities,Participate in church / religious activities,6
All students,Post-secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,3.2
All students,Post-secondary,2023/24,Free Time Activities,Others,1.9
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Chat with friends,65.1
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Play electronic games at home,41.8
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Watch movies,56.9
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Hang around at home / sleep,55.2
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Surf the Internet,58.3
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,48.4
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),49.8
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Shopping / wander on streets,47.2
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Chat / play with family,36.6
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Read books,37.8
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),37.5
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,23.2
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,24.1
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Read comics,16.8
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),14.9
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,10.6
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in voluntary work,15.2
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in church / religious activities,11.3
Drug-taking students,Post-secondary,2023/24,Free Time Activities,Others,5.8
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Chat with friends,67
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Play electronic games at home,44.8
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Surf the Internet,56.4
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Watch TV / listen to the radio or music,44.6
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Hang around at home / sleep,55.1
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Chat / play with family,39.9
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Watch movies,43.6
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Shopping / wander on streets,45
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Do sports / outdoor activities (e.g. outing / hiking),36.9
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Read books,30.3
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Play musical instruments / drawing / dancing / participate in other cultural activities,20.6
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Read comics,22.6
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Play in friends’ and relatives’ home,13.4
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in extra-curricular activities (e.g. scouts and guides / society activities),13.1
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Go to entertainment venue (e.g. karaoke / bar (or pub)),13
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in voluntary work,10.3
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Participate in church / religious activities,5.9
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Go to cyber cafes / electronic games centres,2.9
Non-drug-taking students,Post-secondary,2023/24,Free Time Activities,Others,1.8
All students,Overall,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,80.3
All students,Overall,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",63.3
All students,Overall,2020/21,Self Efficacy,I handle arguments calmly.,68.4
All students,Overall,2020/21,Self Efficacy,Sometimes I think I am no good at all.,54.5
All students,Overall,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,59.5
All students,Overall,2020/21,Self Efficacy,I give up very easily when I am challenged.,32.5
Drug-taking students,Overall,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",57.9
Drug-taking students,Overall,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,73.5
Drug-taking students,Overall,2020/21,Self Efficacy,Sometimes I think I am no good at all.,51.4
Drug-taking students,Overall,2020/21,Self Efficacy,I handle arguments calmly.,61.5
Drug-taking students,Overall,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,61.1
Drug-taking students,Overall,2020/21,Self Efficacy,I give up very easily when I am challenged.,33.9
Non-drug-taking students,Overall,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,80.4
Non-drug-taking students,Overall,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",63.4
Non-drug-taking students,Overall,2020/21,Self Efficacy,I handle arguments calmly.,68.6
Non-drug-taking students,Overall,2020/21,Self Efficacy,Sometimes I think I am no good at all.,54.5
Non-drug-taking students,Overall,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,59.5
Non-drug-taking students,Overall,2020/21,Self Efficacy,I give up very easily when I am challenged.,32.5
All students,Overall,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,63.9
All students,Overall,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",59.6
All students,Overall,2023/24,Self Efficacy,I handle arguments calmly.,46.9
All students,Overall,2023/24,Self Efficacy,Sometimes I think I am no good at all.,42
All students,Overall,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,41.4
All students,Overall,2023/24,Self Efficacy,I give up very easily when I am challenged.,26
Drug-taking students,Overall,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",56.1
Drug-taking students,Overall,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,53.5
Drug-taking students,Overall,2023/24,Self Efficacy,Sometimes I think I am no good at all.,47.5
Drug-taking students,Overall,2023/24,Self Efficacy,I handle arguments calmly.,41.1
Drug-taking students,Overall,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,38.6
Drug-taking students,Overall,2023/24,Self Efficacy,I give up very easily when I am challenged.,30.4
Non-drug-taking students,Overall,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,64.2
Non-drug-taking students,Overall,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",59.7
Non-drug-taking students,Overall,2023/24,Self Efficacy,I handle arguments calmly.,47.1
Non-drug-taking students,Overall,2023/24,Self Efficacy,Sometimes I think I am no good at all.,41.8
Non-drug-taking students,Overall,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,41.5
Non-drug-taking students,Overall,2023/24,Self Efficacy,I give up very easily when I am challenged.,25.9
All students,Upper Primary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,80.5
All students,Upper Primary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",63.3
All students,Upper Primary,2020/21,Self Efficacy,I handle arguments calmly.,65.8
All students,Upper Primary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,43.6
All students,Upper Primary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,57.9
All students,Upper Primary,2020/21,Self Efficacy,I give up very easily when I am challenged.,24.8
Drug-taking students,Upper Primary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",54.3
Drug-taking students,Upper Primary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,61.1
Drug-taking students,Upper Primary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,45
Drug-taking students,Upper Primary,2020/21,Self Efficacy,I handle arguments calmly.,54.4
Drug-taking students,Upper Primary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,43.3
Drug-taking students,Upper Primary,2020/21,Self Efficacy,I give up very easily when I am challenged.,33.6
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,80.8
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",63.4
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,I handle arguments calmly.,66
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,43.6
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,58.2
Non-drug-taking students,Upper Primary,2020/21,Self Efficacy,I give up very easily when I am challenged.,24.6
All students,Upper Primary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,78.7
All students,Upper Primary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",65.7
